state,year,month,handgun_incidents,shotgun_incidents,rifle_incidents,firearm_incidents,knife_incidents,other_weapon_incidents,sibling_incidents,spouse_incidents,parent_incidents,child_incidents,dating_incidents,other_relations_incidents,accidental_incidents,intentional_incidents,total_incidents
Maine,2011,June,1,0,0,3,2,3,0,2,0,3,0,4,0,9,9
Maine,2011,July,2,0,0,0,0,3,0,0,1,0,0,4,0,5,5
Maine,2011,August,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
Maine,2011,September,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
Maine,2011,October,0,0,0,1,0,1,0,0,0,0,0,2,0,2,2
Maine,2011,November,1,0,2,3,1,2,0,1,0,0,1,7,1,8,9
Maine,2011,December,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,2012,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,2012,February,1,0,1,0,1,0,0,0,0,0,1,2,0,3,3
Maine,2012,March,1,0,0,0,1,0,0,0,0,0,1,1,0,2,2
Maine,2012,April,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
Maine,2012,May,0,0,0,0,1,1,0,0,0,1,0,1,0,2,2
Maine,2012,June,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Maine,2012,July,0,0,0,3,1,1,0,0,0,0,2,3,0,5,5
Maine,2012,August,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3
Maine,2012,September,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
Maine,2012,October,3,0,0,0,2,0,0,0,2,0,0,3,0,5,5
Maine,2012,November,0,0,2,0,1,3,0,1,1,1,0,3,1,5,6
Maine,2012,December,3,0,0,0,1,0,0,0,0,0,0,4,0,4,4
Maine,2013,January,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
Maine,2013,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,2013,March,1,0,1,1,0,0,0,1,0,0,0,2,0,3,3
Maine,2013,April,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2
Maine,2013,May,1,0,0,0,0,2,0,0,1,0,1,1,0,3,3
Maine,2013,June,1,0,1,0,0,2,0,0,0,2,0,2,0,4,4
Maine,2013,July,0,0,0,1,0,1,0,0,0,0,0,2,0,2,2
Maine,2013,August,0,1,1,1,0,0,0,0,0,0,0,3,1,2,3
Maine,2013,September,0,0,0,2,0,1,0,0,0,0,0,3,0,3,3
Maine,2013,October,1,0,1,0,1,0,0,0,0,0,1,2,0,3,3
Maine,2013,November,0,0,0,1,2,1,0,0,0,0,2,2,0,4,4
Maine,2013,December,0,0,0,1,0,1,0,1,0,0,0,1,0,2,2
Maine,2014,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,2014,February,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
Maine,2014,March,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
Maine,2014,April,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
Maine,2014,May,0,0,0,0,3,0,0,0,1,0,1,1,0,3,3
Maine,2014,June,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine,2014,July,2,4,0,0,0,0,0,4,0,0,0,2,2,4,6
Maine,2014,August,1,0,1,0,0,1,0,0,0,0,0,3,0,3,3
Maine,2014,September,0,0,0,1,0,2,0,0,0,0,1,2,0,3,3
Maine,2014,October,0,0,0,1,0,2,0,0,0,0,0,3,0,3,3
Maine,2014,November,2,0,0,0,0,0,0,1,0,0,0,1,0,2,2
Maine,2014,December,1,0,0,0,0,5,0,0,0,1,0,5,0,6,6
Michigan,1980,January,41,8,7,1,10,12,0,6,2,6,7,58,0,79,79
Michigan,1980,February,32,3,4,0,14,14,0,5,2,1,4,55,0,67,67
Michigan,1980,March,29,2,6,0,15,19,1,6,0,3,1,60,0,71,71
Michigan,1980,April,21,7,3,0,12,13,2,7,2,1,1,43,0,56,56
Michigan,1980,May,39,6,12,0,18,21,2,6,1,2,2,83,0,96,96
Michigan,1980,June,24,9,8,0,14,10,2,5,2,2,2,52,0,65,65
Michigan,1980,July,39,12,7,3,16,14,0,9,2,6,6,68,0,91,91
Michigan,1980,August,41,9,8,0,30,13,1,7,0,3,2,88,0,101,101
Michigan,1980,September,37,7,3,1,11,17,2,3,1,0,0,70,0,76,76
Michigan,1980,October,40,9,6,2,20,23,0,2,4,2,6,86,0,100,100
Michigan,1980,November,32,10,4,2,11,21,6,7,1,3,0,63,0,80,80
Michigan,1980,December,49,9,6,0,11,16,0,11,1,4,1,74,0,91,91
Michigan,1981,January,39,11,7,0,11,3,1,3,2,0,2,63,0,71,71
Michigan,1981,February,35,3,2,0,20,9,2,7,1,2,2,55,1,68,69
Michigan,1981,March,31,9,2,0,12,17,1,0,0,1,0,69,2,69,71
Michigan,1981,April,27,6,6,0,9,17,3,6,1,5,2,48,0,65,65
Michigan,1981,May,34,6,9,0,13,16,1,10,1,0,3,63,0,78,78
Michigan,1981,June,33,10,4,0,12,14,1,3,1,1,0,67,1,72,73
Michigan,1981,July,39,9,3,0,14,22,0,7,1,2,0,77,1,86,87
Michigan,1981,August,34,2,8,1,10,20,2,7,1,1,1,63,1,74,75
Michigan,1981,September,28,11,8,0,16,8,1,7,0,1,1,61,0,71,71
Michigan,1981,October,33,11,7,0,10,14,4,7,0,0,3,61,1,74,75
Michigan,1981,November,31,11,9,0,18,15,1,7,0,2,3,71,2,82,84
Michigan,1981,December,36,9,6,0,16,20,2,13,3,2,1,66,1,86,87
Michigan,1982,January,36,13,7,0,14,18,3,8,4,0,1,72,1,87,88
Michigan,1982,February,32,4,6,0,10,13,0,7,1,4,3,50,0,65,65
Michigan,1982,March,25,7,9,0,12,14,0,4,1,5,0,57,1,66,67
Michigan,1982,April,18,1,12,0,15,8,1,6,2,4,0,41,1,53,54
Michigan,1982,May,23,6,4,0,19,15,0,3,0,1,0,63,1,66,67
Michigan,1982,June,25,9,8,0,14,11,1,8,1,0,1,56,0,67,67
Michigan,1982,July,34,9,13,0,9,12,1,7,2,0,2,65,0,77,77
Michigan,1982,August,52,10,7,0,15,13,1,13,0,6,3,74,0,97,97
Michigan,1982,September,35,8,5,0,15,14,1,8,1,8,3,56,1,76,77
Michigan,1982,October,44,3,2,0,8,10,0,4,0,1,0,62,0,67,67
Michigan,1982,November,35,9,4,0,15,15,0,8,1,4,0,65,2,76,78
Michigan,1982,December,39,14,8,0,15,9,3,8,3,1,2,68,4,81,85
Michigan,1983,January,44,10,4,0,11,20,1,5,3,2,4,74,0,89,89
Michigan,1983,February,28,6,6,8,10,7,0,6,0,3,3,53,0,65,65
Michigan,1983,March,27,8,4,2,11,14,0,5,1,1,3,56,0,66,66
Michigan,1983,April,18,7,5,3,16,14,1,3,1,1,3,54,0,63,63
Michigan,1983,May,29,10,4,2,15,28,3,6,0,4,1,74,0,88,88
Michigan,1983,June,25,4,5,1,12,13,2,6,2,1,0,49,0,60,60
Michigan,1983,July,33,2,7,1,10,13,2,5,1,1,1,56,0,66,66
Michigan,1983,August,37,5,4,3,20,16,4,2,1,4,2,72,0,85,85
Michigan,1983,September,44,6,2,2,10,8,0,6,0,3,1,62,0,72,72
Michigan,1983,October,30,8,1,7,9,14,3,2,1,0,0,63,0,69,69
Michigan,1983,November,37,4,2,6,14,13,0,3,0,0,4,69,0,76,76
Michigan,1983,December,34,9,5,10,23,22,2,4,2,0,4,91,0,103,103
Michigan,1984,January,35,8,3,3,11,22,1,3,1,5,4,68,0,82,82
Michigan,1984,February,32,6,4,4,19,16,1,7,1,1,0,71,0,81,81
Michigan,1984,March,34,11,4,2,16,13,0,4,1,2,2,71,0,80,80
Michigan,1984,April,39,2,7,4,10,8,0,9,0,1,2,58,0,70,70
Michigan,1984,May,37,7,7,1,10,18,5,8,2,3,1,61,0,80,80
Michigan,1984,June,17,6,3,4,16,10,0,2,1,0,2,51,0,56,56
Michigan,1984,July,32,8,3,3,16,13,0,4,0,0,5,66,0,75,75
Michigan,1984,August,35,9,6,6,9,18,2,5,0,3,1,72,0,83,83
Michigan,1984,September,23,8,4,6,9,11,1,4,0,0,3,53,0,61,61
Michigan,1984,October,37,7,2,7,15,12,1,7,1,1,1,69,0,80,80
Michigan,1984,November,42,9,4,3,19,9,1,5,0,0,1,79,0,86,86
Michigan,1984,December,19,13,6,2,8,17,0,6,1,2,1,55,0,65,65
Michigan,1985,January,31,11,8,2,16,25,1,8,1,8,6,69,0,93,93
Michigan,1985,February,31,8,3,2,12,14,0,4,0,2,2,62,0,70,70
Michigan,1985,March,43,4,7,2,17,13,1,10,1,6,1,67,0,86,86
Michigan,1985,April,36,12,2,9,12,10,3,4,1,3,0,70,0,81,81
Michigan,1985,May,29,8,7,9,13,21,1,4,1,3,4,74,0,87,87
Michigan,1985,June,20,9,7,21,15,11,1,4,0,1,1,76,0,83,83
Michigan,1985,July,33,5,5,15,24,22,1,3,2,1,3,94,0,104,104
Michigan,1985,August,47,13,8,7,11,16,0,11,1,1,2,87,0,102,102
Michigan,1985,September,42,6,3,3,15,22,1,5,3,2,3,77,0,91,91
Michigan,1985,October,33,9,7,8,13,15,2,3,0,0,2,78,0,85,85
Michigan,1985,November,24,9,2,12,14,17,0,3,3,1,3,68,0,78,78
Michigan,1985,December,55,6,4,2,11,28,2,5,3,2,2,92,0,106,106
Michigan,1986,January,60,3,2,0,13,12,2,6,1,1,2,78,0,90,90
Michigan,1986,February,30,2,6,13,9,10,1,7,0,0,1,61,0,70,70
Michigan,1986,March,40,11,7,1,14,10,1,5,1,2,6,68,0,83,83
Michigan,1986,April,30,5,6,5,14,10,0,2,1,1,1,65,0,70,70
Michigan,1986,May,42,8,5,2,9,16,0,5,0,1,4,72,0,82,82
Michigan,1986,June,29,6,7,5,13,15,1,4,0,0,2,68,0,75,75
Michigan,1986,July,42,11,14,7,14,21,1,4,1,2,3,98,0,109,109
Michigan,1986,August,43,17,5,15,17,17,1,7,0,3,1,102,0,114,114
Michigan,1986,September,49,10,2,12,13,18,1,7,1,0,3,92,0,104,104
Michigan,1986,October,32,11,2,7,23,20,1,8,1,0,9,76,0,95,95
Michigan,1986,November,33,15,3,15,11,16,0,3,1,9,4,76,0,93,93
Michigan,1986,December,28,13,2,15,9,15,0,2,0,0,2,78,0,82,82
Michigan,1987,January,33,7,7,4,13,10,3,6,1,4,3,57,0,74,74
Michigan,1987,February,50,5,6,1,26,12,0,2,1,1,5,91,0,100,100
Michigan,1987,March,47,11,4,1,22,29,3,7,0,0,6,98,0,114,114
Michigan,1987,April,38,6,4,3,13,14,1,3,2,3,3,66,0,78,78
Michigan,1987,May,36,12,4,0,13,14,3,4,0,0,4,68,0,79,79
Michigan,1987,June,41,11,2,1,11,14,1,5,1,3,3,67,0,80,80
Michigan,1987,July,51,4,5,4,19,21,2,5,1,3,2,91,0,104,104
Michigan,1987,August,46,6,9,6,7,26,2,3,1,2,5,87,0,100,100
Michigan,1987,September,55,7,11,11,18,28,0,6,0,3,0,121,0,130,130
Michigan,1987,October,45,7,1,10,11,21,0,8,0,4,2,81,0,95,95
Michigan,1987,November,34,4,3,13,20,19,2,1,0,7,8,75,0,93,93
Michigan,1987,December,41,10,1,11,21,22,0,2,2,3,1,98,0,106,106
Michigan,1988,January,32,5,4,5,10,10,3,0,1,0,0,62,1,65,66
Michigan,1988,February,20,10,2,9,16,12,0,2,0,0,2,65,0,69,69
Michigan,1988,March,35,9,6,6,16,18,0,6,1,3,3,77,0,90,90
Michigan,1988,April,31,5,4,7,20,16,1,3,0,0,1,78,0,83,83
Michigan,1988,May,29,7,4,8,13,10,2,6,0,2,2,59,0,71,71
Michigan,1988,June,33,10,7,6,12,12,3,3,0,2,3,69,0,80,80
Michigan,1988,July,41,13,12,4,13,17,1,8,0,5,2,84,0,100,100
Michigan,1988,August,36,8,7,12,13,14,1,4,0,3,6,76,0,90,90
Michigan,1988,September,38,4,4,15,20,28,1,4,1,1,4,98,0,109,109
Michigan,1988,October,42,9,6,17,19,20,3,5,0,2,2,101,0,113,113
Michigan,1988,November,31,13,9,8,7,10,0,1,0,0,3,74,0,78,78
Michigan,1988,December,30,7,6,12,13,20,1,7,1,2,2,75,0,88,88
Michigan,1989,January,32,5,6,7,15,17,0,2,0,0,2,78,0,82,82
Michigan,1989,February,20,6,6,14,10,10,1,2,0,1,1,61,0,66,66
Michigan,1989,March,26,1,11,17,10,12,0,4,0,0,3,70,0,77,77
Michigan,1989,April,34,7,3,15,11,19,0,5,0,4,4,76,0,89,89
Michigan,1989,May,36,6,5,7,12,15,0,4,1,3,2,71,0,81,81
Michigan,1989,June,24,6,11,9,20,17,1,8,0,2,4,72,0,87,87
Michigan,1989,July,39,12,6,7,21,10,0,4,2,0,2,87,0,95,95
Michigan,1989,August,36,8,4,3,11,20,0,3,2,5,3,69,0,82,82
Michigan,1989,September,34,6,0,5,18,16,1,2,0,0,5,71,0,79,79
Michigan,1989,October,28,11,3,22,18,22,1,4,0,4,2,93,0,104,104
Michigan,1989,November,50,7,3,4,10,13,0,4,1,4,1,77,1,86,87
Michigan,1989,December,36,6,5,8,17,15,2,2,2,3,4,74,0,87,87
Michigan,1990,January,47,11,4,12,16,21,2,4,3,2,1,99,0,111,111
Michigan,1990,February,45,4,4,0,10,10,1,4,1,4,4,59,0,73,73
Michigan,1990,March,37,4,5,2,17,5,0,1,2,1,0,66,0,70,70
Michigan,1990,April,45,6,4,0,12,13,0,3,0,0,1,76,0,80,80
Michigan,1990,May,44,11,3,10,15,13,1,4,1,2,3,85,0,96,96
Michigan,1990,June,32,11,6,7,11,17,0,0,0,2,2,80,0,84,84
Michigan,1990,July,35,7,2,5,19,10,0,4,0,3,3,68,0,78,78
Michigan,1990,August,33,8,4,11,15,11,1,3,0,0,0,78,0,82,82
Michigan,1990,September,29,8,5,19,10,23,1,2,1,5,2,83,0,94,94
Michigan,1990,October,31,3,5,14,12,20,0,6,2,0,3,74,0,85,85
Michigan,1990,November,27,7,5,7,11,10,0,1,0,1,2,63,0,67,67
Michigan,1990,December,29,9,3,12,18,6,1,2,1,1,5,67,0,77,77
Michigan,1991,January,29,4,7,8,11,7,0,1,1,1,1,62,0,66,66
Michigan,1991,February,22,7,7,6,14,12,0,2,1,0,1,64,0,68,68
Michigan,1991,March,34,2,7,13,16,12,0,3,1,4,2,74,0,84,84
Michigan,1991,April,29,3,3,14,10,13,1,2,2,1,1,65,0,72,72
Michigan,1991,May,33,10,7,10,19,17,2,7,0,3,2,82,0,96,96
Michigan,1991,June,30,8,9,9,22,7,1,7,1,1,4,71,0,85,85
Michigan,1991,July,46,7,8,8,9,20,4,3,2,0,1,88,0,98,98
Michigan,1991,August,45,9,4,19,12,13,1,4,1,0,4,92,0,102,102
Michigan,1991,September,43,8,6,16,10,15,1,1,1,2,6,87,0,98,98
Michigan,1991,October,32,4,1,14,10,14,0,5,1,1,4,64,0,75,75
Michigan,1991,November,28,9,6,10,11,10,0,3,1,1,2,67,0,74,74
Michigan,1991,December,44,14,10,15,10,17,0,1,8,3,3,95,0,110,110
Michigan,1992,January,37,9,5,18,14,9,0,0,0,2,0,90,0,92,92
Michigan,1992,February,37,5,1,10,6,26,1,4,1,5,0,74,0,85,85
Michigan,1992,March,32,11,0,21,13,13,2,7,3,1,4,73,0,90,90
Michigan,1992,April,36,2,6,16,16,11,1,3,1,0,3,79,0,87,87
Michigan,1992,May,39,7,2,11,7,19,0,2,0,2,0,81,0,85,85
Michigan,1992,June,36,7,7,6,9,9,1,7,4,4,1,57,0,74,74
Michigan,1992,July,33,3,5,19,14,5,0,3,0,2,6,68,0,79,79
Michigan,1992,August,31,10,0,10,12,15,0,6,1,3,2,66,0,78,78
Michigan,1992,September,37,5,5,15,5,12,0,4,0,2,2,71,0,79,79
Michigan,1992,October,24,3,7,8,12,6,1,1,0,0,3,55,0,60,60
Michigan,1992,November,46,7,4,2,13,10,2,7,2,0,4,67,0,82,82
Michigan,1992,December,30,5,5,19,22,13,1,3,3,1,3,83,0,94,94
Michigan,1993,January,39,7,2,23,9,16,0,4,0,3,3,86,0,96,96
Michigan,1993,February,18,5,6,13,13,6,0,0,0,3,4,54,0,61,61
Michigan,1993,March,19,8,8,16,8,16,0,6,1,1,3,64,0,75,75
Michigan,1993,April,41,10,5,11,5,11,0,3,1,1,4,74,0,83,83
Michigan,1993,May,24,3,5,9,10,12,1,4,1,2,2,53,0,63,63
Michigan,1993,June,34,2,5,15,7,21,1,4,0,1,1,77,0,84,84
Michigan,1993,July,39,11,7,17,9,14,0,8,0,1,1,87,0,97,97
Michigan,1993,August,47,5,4,18,6,11,1,3,0,0,1,86,0,91,91
Michigan,1993,September,32,4,6,15,9,11,0,2,0,2,1,72,0,77,77
Michigan,1993,October,45,13,4,20,5,13,0,4,3,1,2,90,0,100,100
Michigan,1993,November,32,7,1,13,7,10,1,0,0,2,3,64,0,70,70
Michigan,1993,December,30,4,4,20,8,13,0,1,1,2,3,72,0,79,79
Michigan,1994,January,56,4,2,3,10,11,0,5,1,3,3,74,0,86,86
Michigan,1994,February,43,3,3,2,12,9,0,2,0,3,2,65,0,72,72
Michigan,1994,March,52,7,2,1,7,15,1,4,2,3,3,71,0,84,84
Michigan,1994,April,48,1,0,0,12,13,0,7,2,2,6,57,0,74,74
Michigan,1994,May,43,5,3,1,4,21,0,1,4,0,2,70,0,77,77
Michigan,1994,June,45,6,0,0,9,9,0,1,0,1,1,66,0,69,69
Michigan,1994,July,52,8,5,0,6,10,1,1,0,0,3,76,0,81,81
Michigan,1994,August,54,8,4,2,15,11,0,4,1,1,3,85,0,94,94
Michigan,1994,September,26,5,5,13,6,13,0,1,0,1,0,66,0,68,68
Michigan,1994,October,31,12,5,12,11,12,2,5,0,1,5,70,0,83,83
Michigan,1994,November,23,7,4,16,5,14,1,5,1,0,1,61,0,69,69
Michigan,1994,December,27,8,4,32,9,9,1,0,0,1,4,83,0,89,89
Michigan,1995,January,24,6,4,18,5,11,0,2,0,2,2,62,0,68,68
Michigan,1995,February,20,7,2,21,7,5,1,1,3,1,2,54,0,62,62
Michigan,1995,March,24,4,1,13,5,13,2,3,1,0,2,52,0,60,60
Michigan,1995,April,19,4,5,9,11,15,0,0,0,3,2,58,0,63,63
Michigan,1995,May,17,2,3,30,7,17,1,1,1,1,2,70,0,76,76
Michigan,1995,June,29,4,8,14,9,11,0,1,0,0,5,69,0,75,75
Michigan,1995,July,41,14,4,19,5,16,1,3,3,1,2,89,0,99,99
Michigan,1995,August,41,6,3,14,4,11,2,4,0,0,2,71,0,79,79
Michigan,1995,September,32,4,4,12,13,13,0,2,5,2,4,65,0,78,78
Michigan,1995,October,18,5,3,15,9,13,0,3,0,1,1,58,0,63,63
Michigan,1995,November,21,6,2,6,5,12,1,3,1,1,1,45,0,52,52
Michigan,1995,December,22,5,3,11,8,10,2,3,2,1,3,48,0,59,59
Michigan,1996,January,23,0,10,10,6,11,0,1,1,2,2,54,0,60,60
Michigan,1996,February,33,2,5,6,2,12,1,1,1,1,1,55,0,60,60
Michigan,1996,March,17,0,1,12,3,8,0,1,0,1,2,37,0,41,41
Michigan,1996,April,29,4,3,16,6,5,1,4,0,2,1,55,0,63,63
Michigan,1996,May,12,3,5,8,8,5,0,3,0,0,0,38,0,41,41
Michigan,1996,June,27,6,1,11,7,15,0,1,2,3,2,59,0,67,67
Michigan,1996,July,18,2,3,19,6,19,0,2,0,4,4,57,0,67,67
Michigan,1996,August,15,3,2,27,5,16,1,2,3,1,1,60,0,68,68
Michigan,1996,September,10,3,2,25,10,11,0,1,0,0,0,60,0,61,61
Michigan,1996,October,12,2,3,21,10,15,1,1,0,1,3,57,0,63,63
Michigan,1996,November,19,5,2,13,7,10,0,2,0,0,0,54,0,56,56
Michigan,1996,December,27,5,4,18,9,10,0,5,3,1,1,63,0,73,73
Michigan,1997,January,32,0,3,12,8,12,0,1,0,0,2,64,0,67,67
Michigan,1997,February,18,5,10,6,9,10,2,8,0,2,1,45,0,58,58
Michigan,1997,March,24,8,7,18,9,13,0,4,0,1,2,72,0,79,79
Michigan,1997,April,24,6,2,18,6,11,0,1,1,1,1,63,0,67,67
Michigan,1997,May,16,2,4,12,5,10,0,0,1,1,0,47,0,49,49
Michigan,1997,June,15,3,2,17,6,17,1,1,1,1,1,55,0,60,60
Michigan,1997,July,16,1,1,13,6,12,1,3,1,1,1,42,0,49,49
Michigan,1997,August,15,5,2,19,16,13,0,3,1,1,0,65,0,70,70
Michigan,1997,September,14,4,2,15,5,20,1,3,1,4,1,50,0,60,60
Michigan,1997,October,26,3,1,15,3,11,0,2,1,0,2,54,0,59,59
Michigan,1997,November,23,4,1,16,6,15,0,4,1,2,0,58,0,65,65
Michigan,1997,December,29,5,2,6,7,14,0,0,0,1,0,62,0,63,63
Michigan,1998,January,20,4,3,15,4,12,0,3,0,2,0,53,0,58,58
Michigan,1998,February,10,5,1,5,4,20,1,0,0,5,0,39,0,45,45
Michigan,1998,March,22,4,4,9,4,17,0,4,2,2,3,49,0,60,60
Michigan,1998,April,15,2,4,17,9,17,0,4,1,2,0,57,0,64,64
Michigan,1998,May,17,3,3,12,11,14,2,3,1,3,0,51,0,60,60
Michigan,1998,June,21,2,2,15,5,23,5,2,1,2,1,57,0,68,68
Michigan,1998,July,20,2,0,17,6,19,0,3,0,2,0,59,0,64,64
Michigan,1998,August,13,3,3,15,5,14,0,1,1,1,1,49,0,53,53
Michigan,1998,September,28,4,3,22,9,15,1,0,0,1,2,77,0,81,81
Michigan,1998,October,13,4,4,20,4,11,0,1,0,3,2,50,0,56,56
Michigan,1998,November,21,1,1,15,2,9,0,0,0,2,0,47,0,49,49
Michigan,1998,December,24,1,7,19,5,13,1,4,0,1,1,62,0,69,69
Michigan,1999,January,22,0,2,14,5,17,1,1,1,1,0,56,0,60,60
Michigan,1999,February,16,3,4,15,3,16,0,5,1,0,0,51,0,57,57
Michigan,1999,March,12,3,3,23,7,12,0,3,2,0,1,54,0,60,60
Michigan,1999,April,13,3,0,20,7,16,2,1,0,2,4,50,0,59,59
Michigan,1999,May,12,3,1,31,6,19,1,2,1,3,1,64,0,72,72
Michigan,1999,June,15,0,2,27,4,9,0,3,0,2,0,52,0,57,57
Michigan,1999,July,27,3,3,13,8,18,0,6,0,3,2,61,0,72,72
Michigan,1999,August,17,2,0,18,9,20,2,2,4,0,1,57,0,66,66
Michigan,1999,September,18,1,3,19,5,8,1,2,0,0,4,47,0,54,54
Michigan,1999,October,31,5,3,19,5,11,0,4,0,3,4,63,0,74,74
Michigan,1999,November,14,2,1,22,1,17,0,1,0,2,0,54,0,57,57
Michigan,1999,December,16,4,2,13,4,10,1,2,0,1,0,45,0,49,49
Michigan,2000,January,35,1,2,14,3,12,1,0,1,1,4,60,0,67,67
Michigan,2000,February,22,2,0,9,2,12,0,0,2,0,0,45,0,47,47
Michigan,2000,March,21,3,3,23,3,14,1,1,0,1,1,63,0,67,67
Michigan,2000,April,20,4,5,20,3,14,0,9,0,1,3,53,0,66,66
Michigan,2000,May,13,8,1,16,11,7,0,2,4,2,3,45,0,56,56
Michigan,2000,June,10,1,3,21,4,10,0,1,0,2,0,46,0,49,49
Michigan,2000,July,21,1,2,18,6,11,1,2,1,2,3,50,0,59,59
Michigan,2000,August,19,2,0,16,6,19,0,5,1,2,4,50,0,62,62
Michigan,2000,September,22,4,1,11,4,9,0,2,0,2,1,46,0,51,51
Michigan,2000,October,8,2,0,27,9,12,0,2,0,1,2,53,0,58,58
Michigan,2000,November,31,0,3,18,3,13,0,6,1,0,2,59,0,68,68
Michigan,2000,December,23,0,0,8,4,9,0,1,2,1,2,38,0,44,44
Michigan,2001,January,15,1,4,15,9,7,1,1,0,0,2,47,0,51,51
Michigan,2001,February,27,0,1,9,8,5,0,4,1,0,1,44,0,50,50
Michigan,2001,March,27,2,3,2,2,9,1,1,0,0,2,41,0,45,45
Michigan,2001,April,24,2,3,4,5,16,0,1,0,1,0,52,0,54,54
Michigan,2001,May,33,3,1,5,5,9,0,0,0,0,1,55,0,56,56
Michigan,2001,June,31,1,4,6,4,7,0,2,0,1,2,48,0,53,53
Michigan,2001,July,37,7,6,4,8,10,1,6,0,2,1,62,0,72,72
Michigan,2001,August,28,0,1,4,5,15,0,2,0,0,1,50,0,53,53
Michigan,2001,September,24,3,2,5,8,12,0,3,1,3,2,45,0,54,54
Michigan,2001,October,41,0,1,4,10,10,0,2,0,2,1,61,0,66,66
Michigan,2001,November,33,3,3,6,7,9,0,2,0,0,2,57,0,61,61
Michigan,2001,December,32,7,3,4,2,11,1,0,0,1,0,57,0,59,59
Michigan,2002,January,24,2,3,8,6,13,0,1,1,6,4,44,0,56,56
Michigan,2002,February,23,2,2,4,5,7,0,0,1,1,1,40,0,43,43
Michigan,2002,March,21,7,5,4,3,6,0,4,0,0,4,38,0,46,46
Michigan,2002,April,32,2,3,5,8,14,1,5,0,1,1,56,0,64,64
Michigan,2002,May,29,1,0,4,3,4,0,2,0,1,1,37,0,41,41
Michigan,2002,June,23,1,3,5,5,11,0,1,1,4,1,41,0,48,48
Michigan,2002,July,42,8,0,5,7,12,1,1,0,1,2,69,0,74,74
Michigan,2002,August,33,1,1,5,2,19,1,5,1,2,0,52,0,61,61
Michigan,2002,September,38,0,2,3,7,12,1,1,0,0,3,57,0,62,62
Michigan,2002,October,35,2,3,3,5,21,1,1,3,4,4,56,0,69,69
Michigan,2002,November,34,2,6,2,4,13,0,4,1,0,1,55,0,61,61
Michigan,2002,December,36,0,6,3,9,15,0,3,0,3,3,60,0,69,69
Michigan,2003,January,16,1,0,16,9,6,3,3,0,0,1,41,0,48,48
Michigan,2003,February,24,1,0,6,6,2,0,1,1,0,0,37,0,39,39
Michigan,2003,March,21,2,1,4,2,12,0,0,0,0,2,40,0,42,42
Michigan,2003,April,25,2,4,12,5,7,0,1,1,2,1,50,0,55,55
Michigan,2003,May,27,1,3,7,3,12,4,4,0,1,0,44,0,53,53
Michigan,2003,June,20,2,0,3,9,5,0,6,0,2,0,31,0,39,39
Michigan,2003,July,44,2,4,2,6,17,1,0,3,1,1,69,0,75,75
Michigan,2003,August,33,5,3,6,7,14,0,1,0,5,2,60,0,68,68
Michigan,2003,September,33,1,1,5,3,12,1,3,1,1,3,46,0,55,55
Michigan,2003,October,28,1,5,3,5,10,0,3,3,2,1,43,0,52,52
Michigan,2003,November,27,1,3,1,8,10,0,4,1,0,1,44,0,50,50
Michigan,2003,December,37,2,0,3,8,10,0,1,0,1,4,54,0,60,60
Michigan,2004,January,28,3,1,3,4,11,0,0,0,1,0,49,0,50,50
Michigan,2004,February,31,3,1,3,2,7,0,1,1,2,1,42,0,47,47
Michigan,2004,March,29,0,6,6,5,4,0,2,0,1,1,46,0,50,50
Michigan,2004,April,29,4,0,2,3,14,0,3,0,6,0,43,0,52,52
Michigan,2004,May,40,0,1,3,5,8,0,3,0,1,1,52,0,57,57
Michigan,2004,June,29,2,2,4,7,12,0,3,1,3,1,48,0,56,56
Michigan,2004,July,38,4,6,2,12,7,0,3,2,0,1,63,0,69,69
Michigan,2004,August,35,3,1,6,7,19,1,2,3,1,4,60,0,71,71
Michigan,2004,September,39,3,1,8,4,12,0,0,0,2,1,64,0,67,67
Michigan,2004,October,23,3,1,2,4,9,0,1,0,0,0,41,0,42,42
Michigan,2004,November,21,0,1,3,7,11,0,1,2,2,2,36,0,43,43
Michigan,2004,December,33,5,0,2,10,9,0,1,1,2,4,51,0,59,59
Michigan,2005,January,19,0,4,12,5,15,0,4,2,1,1,47,0,55,55
Michigan,2005,February,9,4,4,6,1,11,0,2,3,1,3,26,0,35,35
Michigan,2005,March,9,1,2,8,2,6,0,1,0,2,2,23,0,28,28
Michigan,2005,April,13,0,5,11,8,14,0,2,2,2,3,42,0,51,51
Michigan,2005,May,19,1,0,11,5,16,1,0,0,0,4,47,0,52,52
